	Word	Frequency in Positive	Conditional of P(wi/positive)	Frequency in Negative	Conditional of P(wi/negative)
1635	high	4.6	0.00039500575334466825	3.6	0.000536001429337145
1636	blocking	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1637	hoarded	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1638	drop	1.6	0.00013739330551118897	3.6	0.000536001429337145
1639	hip	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1640	rachum	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1641	airing	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1642	opposite	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1643	worshipped	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1644	stereotype	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1645	kissing	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1646	thinner	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1647	ready	6.6	0.0005667473852336545	5.6	0.0008337800011911143
1648	young	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1649	borders	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1650	football	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1651	dignity	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1652	lead	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1653	embryos	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1654	call	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1655	impress	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1656	gave	1.6	0.00013739330551118897	3.6	0.000536001429337145
1657	implying	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1658	goes	5.6	0.00048087656928916137	3.6	0.000536001429337145
1659	telecasted	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1660	study	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1661	vying	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1662	naturally	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1663	exist	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1664	apartment.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1665	organizes	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1666	writers.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1667	timely	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1668	bumbles	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1669	amongst	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1670	alive	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1671	sort	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1672	understated	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1673	network	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1674	stays	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1675	release	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1676	ross-rachel	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1677	getting	18.6	0.0015971971765675718	6.6	0.000982669287118099
1678	keeps	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1679	better.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1680	especially	5.6	0.00048087656928916137	5.6	0.0008337800011911143
1681	introduces	4.6	0.00039500575334466825	2.6	0.0003871121434101602
1682	ransoms	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1683	insecure	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1684	stand	2.6	0.00022326412145568208	3.6	0.000536001429337145
1685	home-wrecker	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1686	posher	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1687	churning	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1688	boy	2.6	0.00022326412145568208	3.6	0.000536001429337145
1689	totally	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1690	divorced	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1691	inconsistent	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1692	barbie	1.6	0.00013739330551118897	4.6	0.0006848907152641296
1693	anytime	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1694	taxi	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1695	entertaining	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1696	type	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1697	around.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1698	spontaneous	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1699	stalked	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1700	yet	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1701	claimed	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1702	lyrics	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1703	error	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1704	situation.how	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1705	write	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1706	chandler	81.6	0.007007058581070637	15.6	0.002322672860460961
1707	ramore	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1708	confides	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1709	people	12.6	0.0010819722809006132	5.6	0.0008337800011911143
1710	capucin	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1711	courage	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1712	appreciate	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1713	ira	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1714	insurance	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1715	laundry	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1716	such	5.6	0.00048087656928916137	5.6	0.0008337800011911143
1717	down	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1718	flesh	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1719	needs	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1720	friends.	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1721	video	6.6	0.0005667473852336545	1.6	0.00023822285748317554
1722	could	4.6	0.00039500575334466825	4.6	0.0006848907152641296
1723	phoebes	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1724	childhood	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1725	hardcore	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1726	business	1.6	0.00013739330551118897	3.6	0.000536001429337145
1727	pretty	11.6	0.00099610146495612	1.6	0.00023822285748317554
1728	makes	17.6	0.0015113263606230788	5.6	0.0008337800011911143
1729	grumpy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1730	further	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1731	quick	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1732	.....	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1733	waitering	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1734	harry	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1735	comedic	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1736	shock	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1737	this	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1738	quality	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1739	angry.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1740	dating	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1741	ancient	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1742	why	9.6	0.0008243598330671338	6.6	0.000982669287118099
1743	learn	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1744	nearly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1745	popular	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1746	meltdown	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1747	quite	10.6	0.0009102306490116269	5.6	0.0008337800011911143
1748	compelling	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1749	lacking	1.6	0.00013739330551118897	3.6	0.000536001429337145
1750	gel	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1751	song	8.6	0.0007384890171226407	1.6	0.00023822285748317554
1752	combined	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1753	importantly	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1754	siitcom	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1755	maid	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1756	clogs	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1757	erika	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1758	thus	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1759	relies	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1760	now-	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1761	reward	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1762	sub	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1763	honest	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1764	trousers	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1765	give	7.6	0.0006526182011781476	5.6	0.0008337800011911143
1766	eddie	6.6	0.0005667473852336545	1.6	0.00023822285748317554
1767	claim	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1768	airport	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1769	doctors	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1770	underrated	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1771	divorce	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1772	lovable	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1773	anymore	2.6	0.00022326412145568208	3.6	0.000536001429337145
1774	line	6.6	0.0005667473852336545	7.6	0.0011315585730450838
1775	whatever	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1776	frequently	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1777	premise	1.6	0.00013739330551118897	3.6	0.000536001429337145
1778	culture	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1779	rose	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1780	humiliated	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1781	contradicted	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1782	recommend	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1783	facing	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1784	elated	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1785	training	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1786	loses	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1787	carol	7.6	0.0006526182011781476	4.6	0.0006848907152641296
1788	silkworm	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1789	astrof	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1790	pole	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1791	books	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1792	week	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1793	pronounces	1.6	0.00013739330551118897	3.6	0.000536001429337145
1794	mum.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1795	plane	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1796	sikowitz	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1797	hers	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1798	tux	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1799	rachel-	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1800	strength	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1801	en	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1802	crossed	1.6	0.00013739330551118897	3.6	0.000536001429337145
1803	child-wish	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1804	origins	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1805	separated	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1806	apologise	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1807	mortality	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1808	selection	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1809	brilliantly	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1810	semi-neurotic	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1811	hilarious	28.6	0.002455905336012503	3.6	0.000536001429337145
1812	pizza	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1813	delivering	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1814	fertility	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1815	surprise	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1816	supposedly	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1817	reconsider	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1818	stock	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1819	style	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1820	appearance	7.6	0.0006526182011781476	3.6	0.000536001429337145
1821	be.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1822	oh	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1823	featured	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1824	awkwardness	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1825	move	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1826	flaws	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1827	sophie	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1828	boys	7.6	0.0006526182011781476	1.6	0.00023822285748317554
1829	hand	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1830	rachael	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1831	journey	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1832	tiny	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1833	chops	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1834	geller	9.6	0.0008243598330671338	2.6	0.0003871121434101602
1835	use	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1836	think.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1837	headline	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1838	blowfish	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1839	aspect	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1840	sells	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1841	shows	7.6	0.0006526182011781476	7.6	0.0011315585730450838
1842	cowboy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1843	note.	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1844	calls	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1845	let	4.6	0.00039500575334466825	3.6	0.000536001429337145
1846	me	11.6	0.00099610146495612	9.6	0.0014293371448990532
1847	extraordinary	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1848	has	56.6	0.00486028818245831	17.6	0.002620451432314931
1849	rated	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1850	vs	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1851	moore	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1852	blanc	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1853	butt	5.6	0.00048087656928916137	2.6	0.0003871121434101602
1854	months	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1855	drinking	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1856	beatty	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1857	became	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1858	biased	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1859	puts	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1860	tackle	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1861	force	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1862	ever.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1863	oil	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1864	bite	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1865	height.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1866	weird	1.6	0.00013739330551118897	5.6	0.0008337800011911143
1867	come	2.6	0.00022326412145568208	5.6	0.0008337800011911143
1868	coin	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1869	prevent	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1870	hilarious.	3.6	0.0003091349374001752	2.6	0.0003871121434101602
1871	become	5.6	0.00048087656928916137	1.6	0.00023822285748317554
1872	nbc	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1873	march	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1874	spreading	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1875	'street	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1876	different	7.6	0.0006526182011781476	4.6	0.0006848907152641296
1877	c+	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1878	realize	1.6	0.00013739330551118897	3.6	0.000536001429337145
1879	showing	4.6	0.00039500575334466825	5.6	0.0008337800011911143
1880	tree	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1881	idea	2.6	0.00022326412145568208	3.6	0.000536001429337145
1882	actually	8.6	0.0007384890171226407	2.6	0.0003871121434101602
1883	must	6.6	0.0005667473852336545	2.6	0.0003871121434101602
1884	flows	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1885	love	12.6	0.0010819722809006132	6.6	0.000982669287118099
1886	connect	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1887	ben	7.6	0.0006526182011781476	3.6	0.000536001429337145
1888	oblivious	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1889	confused	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1890	talk	1.6	0.00013739330551118897	3.6	0.000536001429337145
1891	positively	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1892	seeming	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1893	blonde	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1894	defines	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1895	respect.	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1896	concept	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1897	basically	3.6	0.0003091349374001752	3.6	0.000536001429337145
1898	synthetic	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1899	best	33.6	0.0028852594157349684	4.6	0.0006848907152641296
1900	else	2.6	0.00022326412145568208	3.6	0.000536001429337145
1901	occurred	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1902	work	7.6	0.0006526182011781476	2.6	0.0003871121434101602
1903	superb	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1904	open	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1905	dirty	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1906	awesome	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1907	lol	7.6	0.0006526182011781476	1.6	0.00023822285748317554
1908	attending	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1909	tailor	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1910	wrote	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1911	uncalled	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1912	laundromat	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1913	cricket	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1914	signatures	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1915	little	4.6	0.00039500575334466825	4.6	0.0006848907152641296
1916	traits	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1917	save	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1918	breaks	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1919	takes	10.6	0.0009102306490116269	2.6	0.0003871121434101602
1920	sneaking	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1921	'rewrites	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1922	arrived	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1923	chase	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1924	aniston	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1925	reviewers	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1926	enough	6.6	0.0005667473852336545	3.6	0.000536001429337145
1927	myself.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1928	defined	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1929	following	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1930	connection	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1931	cut	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1932	means	6.6	0.0005667473852336545	3.6	0.000536001429337145
1933	word	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1934	fans	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1935	written	4.6	0.00039500575334466825	3.6	0.000536001429337145
1936	annoying	4.6	0.00039500575334466825	6.6	0.000982669287118099
1937	list	4.6	0.00039500575334466825	6.6	0.000982669287118099
1938	highly	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1939	opera	1.6	0.00013739330551118897	4.6	0.0006848907152641296
1940	writing	7.6	0.0006526182011781476	7.6	0.0011315585730450838
1941	mom	4.6	0.00039500575334466825	3.6	0.000536001429337145
1942	slept	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1943	cliffhanger	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1944	laugh-out-loud	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1945	cook	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1946	navy	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1947	performances	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1948	ahead	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1949	department	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1950	misogynistic	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1951	friendzone	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1952	trouble	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1953	misspelt	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1954	special	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1955	gon	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1956	hassle	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1957	mean	3.6	0.0003091349374001752	3.6	0.000536001429337145
1958	viewers	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1959	plan	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1960	bedroom	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1961	discovers	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1962	tons	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1963	up	28.6	0.002455905336012503	15.6	0.002322672860460961
1964	successful	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1965	lack	2.6	0.00022326412145568208	4.6	0.0006848907152641296
1966	panache	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1967	worked	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1968	gorgeous	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1969	more.	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1970	us	3.6	0.0003091349374001752	3.6	0.000536001429337145
1971	bat	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1972	satirical	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1973	none	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1974	part	14.6	0.0012537139127895994	6.6	0.000982669287118099
1975	title	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1976	underwhelming	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1977	richer	3.6	0.0003091349374001752	1.6	0.00023822285748317554
1978	god	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1979	cringing	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1980	don	4.6	0.00039500575334466825	1.6	0.00023822285748317554
1981	sounds	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1982	're	7.6	0.0006526182011781476	1.6	0.00023822285748317554
1983	dad	5.6	0.00048087656928916137	4.6	0.0006848907152641296
1984	might	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1985	look	3.6	0.0003091349374001752	3.6	0.000536001429337145
1986	u	1.6	0.00013739330551118897	3.6	0.000536001429337145
1987	..	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1988	however	6.6	0.0005667473852336545	2.6	0.0003871121434101602
1989	simply	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1990	witty	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1991	vulgarity	1.6	0.00013739330551118897	3.6	0.000536001429337145
1992	glimpse	1.6	0.00013739330551118897	3.6	0.000536001429337145
1993	requires	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1994	toddler	1.6	0.00013739330551118897	2.6	0.0003871121434101602
1995	measly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1996	glance	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1997	berserk	2.6	0.00022326412145568208	1.6	0.00023822285748317554
1998	fashion	2.6	0.00022326412145568208	2.6	0.0003871121434101602
1999	kissed	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2000	always	10.6	0.0009102306490116269	3.6	0.000536001429337145
2001	gusto	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2002	fanbase	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2003	cigars	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2004	processor	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2005	haircut	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2006	going	16.6	0.0014254555446785856	3.6	0.000536001429337145
2007	audition	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2008	susan	5.6	0.00048087656928916137	3.6	0.000536001429337145
2009	fire	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2010	find	7.6	0.0006526182011781476	6.6	0.000982669287118099
2011	paul	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2012	trace	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2013	improved	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2014	beneath	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2015	displays	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2016	never	11.6	0.00099610146495612	5.6	0.0008337800011911143
2017	power	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2018	figures	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2019	including	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2020	characters	16.6	0.0014254555446785856	5.6	0.0008337800011911143
2021	probably	6.6	0.0005667473852336545	2.6	0.0003871121434101602
2022	grates.	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2023	imitates	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2024	flirts	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2025	east	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2026	blind	4.6	0.00039500575334466825	1.6	0.00023822285748317554
2027	romances	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2028	affair	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2029	horny	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2030	isolation	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2031	musical	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2032	looks	4.6	0.00039500575334466825	4.6	0.0006848907152641296
2033	too	22.6	0.0019406804403455443	8.6	0.0012804478589720685
2034	believe	5.6	0.00048087656928916137	4.6	0.0006848907152641296
2035	missed	3.6	0.0003091349374001752	1.6	0.00023822285748317554
2036	away	5.6	0.00048087656928916137	1.6	0.00023822285748317554
2037	songs	2.6	0.00022326412145568208	1.6	0.00023822285748317554
2038	horrible	3.6	0.0003091349374001752	3.6	0.000536001429337145
2039	begin	1.6	0.00013739330551118897	2.6	0.0003871121434101602
2040	suddenly	2.6	0.00022326412145568208	1.6	0.00023822285748317554
